title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,Book Series Title,Journal Volume,Journal Issue,Item DOI,URL,Content Type,"﻿""Authors""",Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Cited by,Link,Document Type,Publication Stage,Open Access,Source,EID,year,venue,keyword,notes,author,isbn,publisher,address,url,doi,abstract,booktitle,pages,numpages,location,keywords,series,issue_date,volume,number,issn,journal,articleno,note,editor,edition,NDVI,_t,Screening_Score,I1_Publication_Type,I2_Date_Language,I3_Technical_Relevance,I4_Safety_Verification,I5_DO178_Related,E1_NonResearch_Material,E2_Language_Date,E3_Insufficient_Technical_Relevance,E4_Insufficient_Safety_Verification,E5_Duplicate_Superseded,E6_Book,Screening_Decision
Health Care Blockchain: A Prototype for Secure Medical Records Using Blockchain,A. Shaout; R. R. Honnalli; K. Trivedi; V. R. Pulakannti,"The Electrical and Computer Engineering Dept., The University of Michigan–Dearborn, Dearborn, MI, USA; The Electrical and Computer Engineering Dept., The University of Michigan–Dearborn, Dearborn, MI, USA; The Electrical and Computer Engineering Dept., The University of Michigan–Dearborn, Dearborn, MI, USA; The Electrical and Computer Engineering Dept., The University of Michigan–Dearborn, Dearborn, MI, USA",2026 2nd International Conference on Computational Intelligence Approaches and Applications (ICCIAA),8 Jun 2026,2026.0,,,1,8,"This paper presents the design of a blockchain-based healthcare records management system. The proposed system attempts to fix the security and privacy gaps in electronic health records (EHR) solutions. The proposed system is hybrid. It stores medical records encrypted off-chain in a database. Also it stores hashes and access logs on a blockchain. It has an audit that cannot be changed so anyone can trust the history of who looked at a record. It also proves that no one changed the data without permission. The proposed system has three user roles. The first role is patients. Patients control the patients’ records. The second role is healthcare providers, which need consent to view the records. The third role is administrators. Administrators manage the whole system. The proposed system keeps the data safe by encrypting it with AES-256 and verifying the data on a blockchain so any change to the data can be seen quickly, and uses blockchain to check that the data is correct. It manages consent. Adds expiration dates to each consent. Also records audit trails that capture every action. The proposed system was implemented using Python with FastAPI for the backend, React with Vite for the frontend, PostgreSQL for data storage, and a custom blockchain implementation for transaction logging. It successfully demonstrates how blockchain can enhance healthcare data security while maintaining patient privacy and control.",,979-8-3315-5659-4,10.1109/ICCIAA68481.2026.11543691,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11543691,blockchain;electronic health records;security;encrypting,Recording;Medical services;Management;Printing;Application programming interfaces;Occupational health;Databases;Portals;Proof of Work;Encryption,,,,20.0,IEEE,8 Jun 2026,12-14 May 2026,12-14 May 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Blockchain-Secured Federated Deep Reinforcement Learning for Adaptive and Privacy-Preserving Industrial IoT Control,A.Mallika; A. A. Christy; P. Krishnamoorthy; A. Priya; D. D. Ebenezer; A. Shroff,"Department of Artificial Intelligence & Data Science, J.J College of Engineering and Technology, Trichy, India; Department of Natural Science, AMET University, Chennai, India; Department of Computer Science and Engineering, Sasi Institute of Technology and Engineering, Andhra Pradesh, India; Department of Computer Science and Business, Systems Kalaingar Karunanidhi Institute of Technology, Coimbatore, India; Department of Computer Science and Engineering, Nehru Institute of Technology, Coimbatore, India; Department of Computer Science and Engineering, Ajeenkya D Y Patil University, Pune, India",2026 6th International Conference on Inventive Computation and Information Technologies (ICICIT),4 Aug 2026,2026.0,,,1785,1790,"Industrial Internet of Things (IIoT) systems require dynamical, safe, and competent control to address the dynamic industrial processes. Centralized Deep Reinforcement Learning (DRL) methods are however vulnerable to privacy, high communication overheads, and model tampering. In order to address these shortcomings, the present paper suggests a Blockchain-Secured Federated Deep Reinforcement Learning (BS-FDRL) system to privacy-guaranteed and resilient IIoT control. The suggested system has distributed edge agents, which locally train DRL models and exchange only encrypted policy updates through federated learning; this guarantees the privacy of data. A smart contract-based blockchain layer allows aggregation and safe validation of model parameters to be tampered with. Also, differential privacy is integrated to safeguard sensitive industrial data in the process of policy exchange. The framework is coded with Python 3.10, DDPG/PPO algorithms with PyTorch, Flower to coordinate federated, and Hyperledger Fabric to integrate with blockchains. Industrial control and anomaly detection experimental analyses show that performance improvements are significant. The increase in the cumulative reward of the proposed model is 18-22% and the convergence rate is about 28 times higher than the baseline approaches. Stability of control is improved to 91.3% and communication overhead is cut down by up to 25%. Moreover, the overall energy consumption is reduced by approximately 65%, which enhances the efficiency of the system. Security analysis indicates a 96% poisoning attack detection and 94% inference attack resistance. The system is robust and only 35% accuracy deteriorates in adverse conditions. The results prove that BS-FDRL offers scalable, secure, and efficient communication-based intelligent control in Industry 4.0 IIoT setups.",,979-8-3315-5011-0,10.1109/ICICIT69063.2026.11634178,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11634178,Blockchain;Federated Learning;Deep Reinforcement Learning (DRL);Industrial Internet of Things (IIoT);Differential Privacy;Edge Computing;Distributed Control Systems;Privacy-Preserving Learning;Model Poisoning Attack Detection;Industry 4.0;Communication-Efficient Learning;Secure Industrial Automation…,Modeling;Federated learning;Industrial Internet of Things;Privacy;Internet of Things;Optimization;Printing;Deep reinforcement learning;Learning (artificial intelligence);Differential privacy,,,,16.0,IEEE,4 Aug 2026,6-8 July 2026,6-8 July 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Attention Is All You Need for LLM-Based Code Vulnerability Localization,Y. Li; X. Li; H. Wu; Y. Zhang; X. Cheng; Y. Liu; F. Xu; S. Zhong,"State Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; College of Computer Science and Technology, Shandong University, Qingdao, Shandong, China; College of Computer Science and Technology, Shandong University, Qingdao, Shandong, China; State Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China",IEEE Transactions on Information Forensics and Security,4 Sep 2026,2026.0,21,,8123,8137,"The rapid expansion of software systems and the growing number of reported vulnerabilities have emphasized the importance of accurately identifying vulnerable code segments. Traditional methods for vulnerability localization, such as manual code audits or rule-based tools, are often time-consuming and limited in scope, typically focusing on specific programming languages or types of vulnerabilities. In recent years, the introduction of large language models (LLMs) such as GPT and LLaMA has opened new possibilities for automating vulnerability localization. However, while LLMs show promise in this area, they face challenges, particularly in maintaining accuracy over longer code contexts. This paper introduces  $\textsf {LOVA}$ , a novel framework leveraging the self-attention mechanisms inherent in LLMs to enhance vulnerability localization. Our key insight is that self-attention mechanisms assign varying importance to different parts of the input, making it possible to track how much attention the model focuses on specific lines of code. In the context of vulnerability localization, the hypothesis is that vulnerable lines of code will naturally attract higher attention weights because they have a greater influence on the model’s output. By systematically tracking changes in attention weights and focusing on specific lines of code,  $\textsf {LOVA}$  improves the precision of identifying vulnerable lines across various programming languages. Through rigorous experimentation and evaluation, we demonstrate that  $\textsf {LOVA}$  significantly outperforms existing LLM-based approaches, achieving up to a  $5.3\times $  improvement in F1-scores.  $\textsf {LOVA}$  also demonstrated strong scalability, with up to a  $14.6\times $  improvement in smart contract vulnerability localization across languages like C, Python, Java, and Solidity. Its robustness was proven through consistent performance across different LLM architectures.",1556-6021,,10.1109/TIFS.2026.3725564,"National Natural Science Foundation of China (NSFC)(grant numbers:62572228,62432004,62302207); Fundamental Research Funds for the Central Universities(grant numbers:2026300278,ZZKT2026A31); Quancheng Laboratory Award(grant numbers:QCL20250106); Qingdao Science and Technology Research and Development Program(grant numbers:26-1-1-gjgg-30-gx); “111 Center”(grant numbers:B26023); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11659597,Large language models;attention mechanisms;malware,Modeling;Codes;Large language models;Location awareness;Accuracy;Conferences;Context;Programming;Matrices;Cognition,,,,,IEEE,20 Aug 2026,2026,,IEEE,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Blockchain in Footwear Supply Chains using POA and XAI,S. M. Bhat; S. Katti,"Dept. of Computer Applications, PES University, Banglore, India; Dept. of Computer Applications, PES University, Banglore, India",2026 4th International Conference on Sustainable Computing and Smart Systems (ICSCSS),14 Aug 2026,2026.0,,,1159,1166,"In footwear industry Counterfeit of footwear continues to be one of the major challenges faced by global brands not only because it exposes consumers to low-quality products but also due to substantial monetary and reputational loss of the companies by lack of customer's trust for the brand. Current solutions provide inadequate transparency and lack any cryptographic association between a physical asset and the digital data related to footwear product. A customized blockchain supply chain management system tailored for the footwear industry, FootChain uses the Proof of Authority (PoA) approach with three trusted validatory nodes where the authority of each validator is based on listing their public keys (via ECDSA algorithm). All events occurring along the supply chain such as submission by authorized parties including manufacturer, warehouse manager, logistics provider, and seller are stored in the form of transactions forming blocks linked with each other via SHA-256 hash cryptographic function creating an immutable chain. MongoDB is used as the operational database for instant data retrieval, complex queries, and storing of binary QR codes. Every individual has its physical product cryptographically tied to its unique ECDSA signature during manufacturing and receives two QR codes: the private QR code, which is AES-128 encrypted and available exclusively to the authorized supply chain roles to submit events updating simultaneously and the public QR code, printed in the packaging of the products for end consumers to verify their product's journey. QR code creation is entirely automated with structured information provided by the manufacturer manifest during batch QR generation by creating and signing large numbers of unit records automatically generating QR codes using qrcode from python library. The anomaly detection model utilizes an Entropy Deep Belief Network tuned via Lévy-flight Grasshopper Optimization Algorithm (EDBN-LGOA) to detect anomalies in ten different supply chain behavior attributes that include QR code cloning, theft of transaction hash-codes and complete fraud entry with a detection rate of 96.4%, compared to 88.7% achieved by the SVM baseline method. To facilitate informed decisions for manufacturers, an Explainable AI (XAI) component employs the use of SHAP values to provide the reasoning for each anomaly score in the end.",,979-8-3315-8307-1,10.1109/ICSCSS69635.2026.11645852,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11645852,Node;Supply chain;Authority;Traceability;Security;Blockchain;PoA. QR code;encryption,Supply chains;Measurement units;QR codes;Counterfeiting;Printing;Modeling;Technology;Brand management;Transparency (climate reporting);Recording,,,,25.0,IEEE,14 Aug 2026,22-24 July 2026,22-24 July 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Enhancing Data Integrity and Authenticity for Blockchain Powered Online Healthcare Services,A. Krishnan; R. Arunachalam,"Department of Computer Science and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Thandalam, Chennai, Tamilnadu, India; Department of Electronics and Communication and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Thandalam, Chennai, Tamilnadu, India",2026 7th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),12 Jun 2026,2026.0,,,683,689,"Healthcare fraud in insurance claims imposes substantial financial and operational burdens on healthcare systems, necessitating secure and intelligent detection mechanisms. Existing machine learning and blockchain-based frameworks often lack relational modeling capability, interpretability, or scalable real-time validation within decentralized environments. To address these limitations, this study proposes a Blockchain-Integrated Trust-Aware Graph Attention Learning (TA-GAL) framework for secure and interpretable healthcare fraud detection using the NHIS Healthcare Claims and Fraud Dataset. The model constructs a claim-level relational graph and dynamically adjusts attention weights based on trust propagation, while a permissioned blockchain implemented using Hyperledger Fabric with PBFT consensus ensures tamper-resistant transaction validation. The proposed model was implemented using Python (PyTorch, PyTorch Geometric, and Hyperledger Fabric SDK). Experimental results demonstrate superior performance, achieving 96.84% accuracy, 95.35% F1-score, and 0.982 ROC-AUC, reflecting an approximate 4% improvement over conventional ensemble baselines. The framework effectively enhances transparency, security, and fraud detection reliability, making it suitable for secure, real-world healthcare claim auditing environments.",,979-8-3195-2947-3,10.1109/ICICV68925.2026.11554807,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11554807,Trust-Aware Graph Attention Network;Healthcare Fraud Detection;Permissioned Blockchain;Hyperledger Fabric;Practical Byzantine Fault Tolerance,Medical services;Modeling;Fraud;Signal detection;Equations;Distributed ledger;Internet of Things;Learning (artificial intelligence);Tagging;Fabrics,,,,17.0,IEEE,12 Jun 2026,20-22 May 2026,20-22 May 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Next-Generation Communication and Computing Frameworks for Smart Cities,P. G. Sonar; D. Ranoji; S. B. Shaikh; S. Y. Kulkarni; N. G. Deshmukh; V. R. Parihar,"Department of Civil Engineering, CSMSS Chh. Shahu College of Engineering, Chhatrapati Sambhajinagar, India; Department of Computer Science and Engineering, MIT Art Design and Technology University, Pune, India; Department of Computer Engineering, Trinity College of Engineering and Research, Pune, India; Department of Computer Engineering, Trinity College of Engineering and Research, Pune, India; Department of Artificial Intelligence and Healthcare Innovation, Dharma Mediventures, Amravati, India; Department of Electrical Engineering, Prof Ram Meghe College of Engineering & Management, Amravati, India","2026 6th International Conference on Multimedia, Signal Processing and Communication Technologies (IMPACT)",14 Apr 2026,2026.0,,,1,6,"This paper presents a Next-Generation Communication and Computing Framework (NG-CCF) that integrates adaptive connectivity, distributed intelligence and blockchain enabled trust for smart city environments. The framework provides a unified framework that incorporates four layers that are interdependent such as device, edge/fog, blockchain coordination, and cloud orchestration to optimize both communication and computation resources jointly. Reinforcement Learning (RL) agents deployed at the edge dynamically balance task offloading and local execution, whereas a blockchain layer ensures verifiable data exchange and secure coordination among distributed entities. A mixed simulation environment was created based on OMNeT++, RL written in Python, and Hyperledger Fabric to test the system performance in case of realistic dynamic loads. The findings show that NG-CCF reduces the latency by about 26%, decreases the energy consumption by 22%, and attains a trust index of 0.97 when compared to the baseline models. These results refer to the fact that a smart integration between communication and computation can provide efficiency and reliability when it comes to large-scale urban deployments. The suggested model offers a universal roadmap to autonomous, secure and energy-aware smart urban ecosystems that can support next-generation 6G connectivity and real-time analytics.",2690-8239,979-8-3315-8478-8,10.1109/IMPACT68503.2026.11468281,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11468281,Smart Cities;6G Networks;Edge Computing;Fog Computing;Reinforcement Learning;Blockchain;Task Offloading;Federated Systems;Trust Management;Adaptive Resource Allocation,Sonar;Aerospace and electronic systems;Central Processing Unit;Filtering;Feedback;Filters;System-on-chip;Circuits;Electronic circuits;Communication systems,,,,19.0,IEEE,14 Apr 2026,14-15 Feb. 2026,14-15 Feb. 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Borderline—language + safety/relevance signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,Possible exclusion,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Towards Decentralized Governance in Microgrids: A DAO-Based Framework,N. R. Naraindath; R. M. Naidoo; R. C. Bansal,"Department of Electrical, Electronic and Computer Engineering, University of Pretoria, Gauteng, South Africa; Department of Electrical, Electronic and Computer Engineering, University of Pretoria, Gauteng, South Africa; Department of Electrical, Electronic and Computer Engineering, University of Pretoria, Gauteng, South Africa",2026 IEEE 4th International Conference on Power Electronics & IoT Applications in Renewable Energy and its Control (PARC),30 Mar 2026,2026.0,,,1,7,"This paper introduces a novel decentralized autonomous organization (DAO) framework for microgrid governance, specifically targeting diverse stakeholder ownership. It integrates principles of decentralization, democratization, and digitization to streamline the just energy transition. The multifaceted model synthesizes key DAO mechanisms with microgrid elements by incorporating tokenomics, fund management, actor reputation, decision-making, tender selections and dispute resolutions. Preliminary conceptual validation in Python case studies demonstrates the feasibility of the approach. However, further research and validation are needed to pave the way from centralized structures to a more empowered, equitable and resilient future.",,979-8-3315-9183-0,10.1109/PARC68365.2026.11453684,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11453684,blockchain technology;decentralization;democratization;deregulation;digitization;e-governance;smart grids,Decentralized autonomous organization;Scalability;Renewable energy;Decision making;Microgrids;Digitization;Blockchains;Smart grids;Stakeholders;Internet of Things,,,,26.0,IEEE,30 Mar 2026,20-21 Feb. 2026,20-21 Feb. 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Blockchain-Enabled Cybersecurity for Renewable Energy Systems: Architecture and Performance Evaluation,A. -S. T. Hussain; A. H. A. -D. Ahmed; M. M. Salman; A. H. A. Wahhab; A. G. Ibraheem; A. M. Hussein; F. A. Abdulsalam; T. M. Al-Naimi; T. Almulaisi,"Department of Medical Instrumentation Techniques Engineering, Technical Engineering College, Al-Kitab University Altun Kupri, Kirkuk, Iraq; Al-Hikma University College, Baghdad, Iraq; Department of Civil Engineering, Structural Materials, AL-Ma’moon University, Baghdad, Iraq; AL-Ma'moon University, Baghdad, Iraq; Al Mustansiriyah University, Baghdad, Iraq; University Of Fallujah, Fallujah, Iraq; Department of Computer Engineering Techniques, College of Technical Engineering, University of Al Maarif, Al Anbar, Iraq; Technical College of Engineering, Al-Bayan University, Baghdad, Iraq; Renewable Energy Research Unit Polytechnic College Hawija, Northern Technical University, Hawija, Iraq",2026 2nd International Symposium on AI-Driven Engineering Systems (ISADES),21 Jul 2026,2026.0,,,1,7,"Incorporation of renewable energy sources (RES), such as photovoltaic (PV), wind and battery storage systems, into today’s smart grid has increased the attack surface for the cyber adversary. The geographically distributed, heterogeneous and resource-limited nature of energy devices means that conventional, centralized security models are inadequate to provide the necessary trust, transparency and tamper resistance. This paper proposes a cybersecurity architecture for renewable energy systems by combining a 5-layer framework including edge devices, network gateways, permissioned distributed ledger, and a machine-learning-based intrusion detection unit, which is enabled by blockchain. Every transaction from smart inverters and meters is authenticated with Elliptic-Curve Digital Signature Algorithm (ECDSA) signatures and hashing using SHA-256 to balance the security requirements with the low latency requirement of the grid telemetry. A Python-3.11 prototype is used to evaluate the framework with six types of attacks: Denial of Service (DoS), Man-in-the-Middle (MITM), False Data Injection (FDI), Replay, Sybil, and Data Injection, for networks of different sizes (5 to 160 nodes). The experiments were performed on an Intel Core i7 workstation (16 GB RAM, Ubuntu 22.04), repeated 30 times, and with $95 \%$ confidence intervals. The results show that the proposed PoA-based framework can obtain the average detection accuracy of $96.1 \%$, the AUC of 0.972, the maximum throughput of more than 800 transactions per second (tx/s), the end-to-end latency of less than 20 milliseconds (ms) at $\mathbf{5 0 0 ~ t x} \boldsymbol{/} \mathbf{s}$, and the CPU utilization of only 28% on edge nodes.",,979-8-3195-3447-7,10.1109/ISADES69945.2026.11608056,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11608056,blockchain;renewable energy systems;cybersecurity;smart grid;Proof-of-Authority,Renewable energy sources;Educational institutions;Aluminum;Timing;Energy;Smart grids;Machine learning;Inverters;Computer security;Internet of Things,,,,26.0,IEEE,21 Jul 2026,19-20 June 2026,19-20 June 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Diagnosing Candidate Quality Bottlenecks in RL-Guided LLM Code Repair,J. Zhang; G. Noh,"School of Software, Henan University of Engineering, Zhengzhou, China; Department of Software and Communications Engineering, Hongik University, Sejong-si, Republic of Korea",IEEE Access,31 Aug 2026,2026.0,14,,131460,131475,"Recent Large Language Models (LLMs) have driven an intuitive expectation that automated program repair (APR) can be treated as a direct code-rewriting task. However, practical APR systems require generated candidates to be machine-usable, safely validated, and appropriately ranked. This paper uses an RL-guided repair loop as an instrumented diagnostic environment to separate correct-candidate availability from candidate selection. We evaluate all 40 Python programs in QuixBugs using four code-LLM families, four versioned output-contract conditions, and five fixed random seeds. The resulting 3,200 candidate-generation conditions were evaluated with public tests for plausible correctness and a separately defined 1,200-case augmented oracle for semantic correctness. All 40 programs and all prespecified runs were retained. Correct candidates were available in 173 of 3,200 conditions and for 30 of 40 programs, showing that availability was a necessary upstream constraint under the evaluated conditions. Static greedy selection improved the program-level correct-outcome rate over first selection by 10.0 percentage points (95% CI [0.0, 23.3]; Holm-adjusted  $p=.25$ ), while the separate sequential comparison improved by 5.0 points (95% CI [0.0, 12.5]; Holm-adjusted  $p=.50$ ); neither effect was statistically established. These conclusions are limited to single-file Python algorithmic repair on QuixBugs and do not establish general superiority of RL, a selector, or an output representation.",2169-3536,,10.1109/ACCESS.2026.3727158,"2026 Hongik University Research Fund; in part by Henan Provincial Key Scientific Research Projects Program for Higher Education Institutions(grant numbers:25A520053); Ministry of Science and ICT (MSIT), South Korea, through the Sejong SW Convergence Cluster 2.0 Project supervised by the National IT Industry Promotion Agency (NIPA)(grant numbers:PJTS0801260410070001000300200); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11666494,Automated program repair;candidate selection;code repair;large language models;output representation;reinforcement learning;software engineering,Licenses;Maintenance engineering;Modeling;Nuclear facility regulation;Programming;Availability;Testing;Codes;Large language models;Ranking (statistics),,,,22.0,CCBY,25 Aug 2026,2026,,IEEE,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
From Shell to Service: Unified OAUTH/OIDC Enforcement in Microfrontend-Driven Systems,K. Savajiyani,,"2026 6th International Conference on Electrical, Computer and Energy Technologies (ICECET)",12 Aug 2026,2026.0,,,1,5,"As enterprises decompose monolithic platforms into microfrontend (MFE) shells and independently deployed microservices, authentication and authorization boundaries fragment across dozens of runtime units. Existing literature addresses frontend composition and backend security as separate concerns; no unified architectural model governs identity enforcement, bot mitigation, and audit traceability across both layers simultaneously. This paper introduces the Unified Security Governance Framework (USGF), a cross-layer reference architecture that enforces consistent security contracts from the MFE shell through an API gateway to downstream microservices, serverless functions, and asynchronous event streams. USGF integrates Okta OIDC/OAuth 2.0 with PKCE for token-based identity propagation, reCAPTCHA v3 for bot-risk scoring at the frontend boundary, Kong JWT-validation plugins for gateway-layer claims enforcement, and OpenTelemetry distributed tracing with a canonical audit-event schema for end-to-end observability. The framework is evaluated within an enterprise-scale research environment configured to mirror real-world deployment patterns across Spring Boot microservices, Python FaaS functions, and Kafka event streams. Results demonstrate an 89% reduction in authentication-failure events, a 33-percentage-point improvement in bot-request interception rate, and complete audit coverage across crossapplication flows, at a P99 latency overhead of 33 ms over an unsecured baseline.",,979-8-3195-0598-9,10.1109/ICECET65726.2026.11632461,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11632461,Microfrontend;API Gateway;OAuth 2.0;OIDC;Kong;Okta;reCAPTCHA;Zero-Trust;Microservices;Distributed Tracing;Audit,Security;Bot (Internet);Chatbots;Application programming interfaces;Architecture;Computer architecture;Printing;Authorization;Modeling;Context,,,,15.0,IEEE,12 Aug 2026,6-9 July 2026,6-9 July 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
